data;origem;tipo;processo;incidente;texto;tipo_epistemico;atribuida_a;resultado;documento_id;pagina;trecho_fonte;contexto
2026-01-20;documento;assercao;Pet 15198;7473336;A autoridade policial informa que as moedas estrangeiras arrecadadas na diligência não foram submetidas a depósito bancário eletrônico, mas entregues fisicamente sob custódia da Caixa Econômica Federal, Agência Século, em Belo Horizonte/MG, na data de 20/01/2026 (e-Doc. 612, fls. 2-3).;alegacao_parte;autoridade policial (Polícia Federal);;157;11;informa-se que tais valores não foram submetidos a depósito bancário eletrônico, mas sim entregues fisicamente sob custódia da Caixa Econômica Federal (Agência Século, localizada na Rua Carijós, nº 218, Centro, Belo Horizonte/MG, na data de 20/01/2026);caso
2026-01-20;documento;assercao;Pet 15198;7473336;O relator consigna que os valores em moeda estrangeira foram entregues fisicamente à Caixa Econômica Federal, Agência Século, em Belo Horizonte/MG, em 20 de janeiro de 2026, conforme o Ofício nº 313700/2026 - DELECOR/DRPJ/SR/PF/SP.;fundamento_decisorio;Ministro André Mendonça (relator);;157;12;tendo sido entregues fisicamente à Caixa Econômica Federal, Agência Século, situada na Rua Carijós, nº 218, Centro, Belo Horizonte/MG, em 20 de janeiro de 2026, consubstanciada no Ofício nº 313700/2026 - DELECOR/DRPJ/SR/PF/SP;caso
2026-01-20;documento;assercao;Pet 15198;7473336;O despacho foi proferido pelo Ministro Dias Toffoli, relator, em 20 de janeiro de 2026.;fato_processual;;;182;1;"Brasília, 20 de janeiro de 2026.
Ministro DIASTOFFOLI
Relator";caso
2026-01-20;portal;andamento;Inq 5026;7473347;Despacho — 20/01/2026;;;;;;;caso
2026-01-22;documento;assercao;Inq 5026;7473347;Houve vista à PGR para fins de intimação em 22/01/2026.;fato_processual;;;112;1;Vista à PGR para fins de intimação - 22/01/2026;caso
2026-01-22;documento;assercao;Inq 5026;7473347;Segundo a manifestação do Procurador-Geral da República, em 22.1.2026 a autoridade policial formulou pedido de ratificação das medidas deferidas pelo juízo do primeiro grau e de autorização judicial expressa para continuidade das diligências relativas à extração e análise do material apreendido.;alegacao_parte;Autoridade policial (conforme relatado pelo Procurador-Geral da República);;116;2;Em 22.1.2026, a autoridade policial formulou pedido de ratificação das medidas deferidas pelo juízo do primeiro grau e de autorização judicial expressa para continuidade das diligências relativas à extração e análise do material apreendido.;caso
2026-01-22;documento;assercao;Inq 5026;7473347;O Procurador-Geral da República relata que, em 22.1.2026, o Ministro relator determinou a manifestação da Procuradoria-Geral da República.;alegacao_parte;Procurador-Geral da República;;116;2;Em 22.1.2026, o eminente Ministro relator determinou a manifestação da Procuradoria-Geral da República.;caso
2026-01-22;portal;andamento;Inq 5026;7473347;Despacho — 21/01/2026;;;;;;;caso
2026-01-23;portal;andamento;Inq 5026;7473347;Despacho — em 22/01/2026;;;;;;;caso
2026-01-24;documento;assercao;Inq 5026;7473347;"É registrado nos autos o andamento ""Vista à PGR para fins de intimação"", datado de 24/01/2026.";fato_processual;;;108;1;Vista à PGR para fins de intimação - 24/01/2026;caso
2026-01-24;documento;assercao;Inq 5026;7473347;O despacho foi proferido em Brasília, em 24 de janeiro de 2026, pelo Ministro Dias Toffoli, relator.;fato_processual;;;116;3;Brasília, 24 de janeiro de 2026. Ministro DIASTOFFOLI Relator;caso
2026-01-24;portal;andamento;Inq 5026;7473347;Despacho — 24/01/2026;;;;;;;caso
2026-01-26;documento;assercao;Inq 5026;7473347;Houve vista à PGR para fins de intimação em 26/01/2026.;fato_processual;;;107;1;Vista à PGR para fins de intimação - 26/01/2026;caso
2026-01-26;documento;assercao;Inq 5026;7473347;O despacho foi proferido em Brasília, em 26 de janeiro de 2026, e assinado pelo Ministro Dias Toffoli, relator.;fato_processual;;;115;3;Brasília, 26 de janeiro de 2026. Ministro DIASTOFFOLI Relator;caso
2026-01-26;portal;andamento;Inq 5026;7473347;Despacho — 26/01/2026;;;;;;;caso
2026-01-26;portal;andamento;Pet 15198;7473336;Despacho — 23/1/2026;;;;;;;caso
2026-01-27;documento;assercao;Pet 15198;7473336;Consta como andamento a vista à PGR para fins de intimação em 27/01/2026.;fato_processual;;;181;1;Vista à PGR para fins de intimação - 27/01/2026;caso
2026-01-27;portal;andamento;Pet 15198;7473336;Despacho — 20/1/2026;;;;;;;caso
2026-02-02;documento;assercao;Pet 15198;7473336;A intimação foi recebida eletronicamente por JOAQUIM CABRAL DA COSTA NETO em 02/02/2026.;fato_processual;;;181;1;A intimação foi recebida eletronicamente por JOAQUIM CABRAL DA COSTA NETO, 07486179490, em 02/02/2026.;caso
2026-02-02;portal;andamento;Inq 5026;7473347;Interposto agravo regimental — Juntada Petição: 8522/2026;;;;;;;caso
2026-02-03;portal;andamento;Rcl 88121;7450195;Despacho;;;;;;;caso
2026-02-04;portal;andamento;Inq 5026;7473347;Despacho — 03/02/2026;;;;;;;caso
2026-02-05;documento;assercao;Inq 5026;7473347;O despacho foi proferido pelo Ministro Dias Toffoli, relator, em 5 de fevereiro de 2026, com determinação de ciência ao Procurador-Geral da República.;fato_processual;;;110;2;"Cumpra-se. Intimem-se.
Ciência ao Procurador-Geral da República.
Brasília, 5 de fevereiro de 2026.
Ministro DIASTOFFOLI
Relator";caso
2026-02-05;documento;assercao;Inq 5026;7473347;A intimação foi recebida eletronicamente por JOAQUIM CABRAL DA COSTA NETO, em 05/02/2026.;fato_processual;;;111;1;A intimação foi recebida eletronicamente por JOAQUIM CABRAL DA COSTA NETO, 07486179490, em 05/02/2026.;caso
2026-02-05;documento;assercao;Inq 5026;7473347;A intimação foi recebida eletronicamente por Joaquim Cabral da Costa Neto, em 05/02/2026.;fato_processual;;;112;1;"A intimação foi recebida eletronicamente por
JOAQUIM CABRAL DA COSTA NETO,
07486179490, em 05/02/2026.";caso
2026-02-05;documento;assercao;Inq 5026;7473347;A intimação foi recebida eletronicamente por Joaquim Cabral da Costa Neto em 05/02/2026.;fato_processual;;;113;1;A intimação foi recebida eletronicamente por JOAQUIM CABRAL DA COSTA NETO, 07486179490, em 05/02/2026.;caso
2026-02-05;documento;assercao;Pet 15198;7473336;A Secretaria Judiciária faz remessa dos autos com vista ao Procurador-Geral da República, em 5 de fevereiro de 2026.;fato_processual;;;180;1;De ordem, a Secretaria Judiciária faz remessa destes autos com vista ao Excelentíssimo Senhor Procurador-Geral da República. Brasília, 5 de fevereiro de 2026.;caso
2026-02-05;portal;andamento;Inq 5026;7473347;Despacho;;;;;;;caso
2026-02-05;portal;andamento;Pet 15198;7473336;Despacho — em 04/02/2026;;;;;;;caso
2026-02-09;documento;assercao;Inq 5035;7498168;Os autos do e-Inq 5035 foram autuados em 09/02/2026.;fato_processual;;;133;1;Data de autuação: 09/02/2026 às 18:47:59;caso
2026-02-09;documento;assercao;Pet 15198;7473336;A intimação é recebida eletronicamente por Joaquim Cabral da Costa Neto, CPF 07486179490, em 09/02/2026.;fato_processual;;;178;1;"A intimação foi recebida eletronicamente por
JOAQUIM CABRAL DA COSTA NETO,
07486179490, em 09/02/2026.";caso
2026-02-09;documento;assercao;Pet 15198;7473336;"É registrado nos autos o andamento ""Vista à PGR para fins de intimação"", datado de 09/02/2026.";fato_processual;;;178;1;Vista à PGR para fins de intimação - 09/02/2026;caso
2026-02-09;portal;andamento;Inq 5035;7498168;Autuado;;;;;;;caso
2026-02-09;portal;andamento;Pet 15198;7473336;Despacho — em 09/02/2026;;;;;;;caso
2026-02-09;portal;andamento;Rcl 88121;7450195;Despacho;;;;;;;caso
2026-02-10;documento;assercao;Rcl 88121;7450195;A secretaria certifica que o acórdão/decisão da Reclamação 88121 transitou em julgado em 10/02/2026.;fato_processual;;;218;1;Certifico que o(a) acórdão/decisão transitou em julgado em 10/02/2026.;caso
2026-02-10;documento;decisao;Rcl 88121;7450195;certificação do trânsito em julgado da decisão do e-doc. 237 e baixa dos autos ao arquivo → determinou à Secretaria Judiciária que certifique o trânsito em julgado da decisão do e-doc. 237, com a baixa dos autos ao arquivo;;;determinado_de_oficio;219;1;;caso
2026-02-11;portal;andamento;Pet 15198;7473336;Despacho;;;;;;;caso
2026-02-11;portal;andamento;Rcl 88121;7450195;Baixa ao arquivo do STF, Guia nº — Guia: 4524/2026 - COORDENADORIA DE GESTÃO DA INFORMAÇÃO, MEMÓRIA INSTITUCIONAL E MUSEU;;;;;;;caso
2026-02-11;portal;andamento;Rcl 88121;7450195;Transitado(a) em julgado — 10/02/2026;;;;;;;caso
2026-02-11;portal;andamento;Rcl 88121;7450195;Despacho — Sem Descrição;;;;;;;caso
2026-02-11;portal;andamento;Rcl 88121;7450195;Despacho;;;;;;;caso
2026-02-12;portal;andamento;Inq 5026;7473347;Redistribuído — MIN. ANDRÉ MENDONÇA. Exclusão do Relator/Revisor: MIN. DIAS TOFFOLI. Justificativa legal: RISTF, Decisão do Tribunal. Processo que justifica: Inq 5026;;;;;;;caso
2026-02-12;portal;andamento;Inq 5026;7473347;Decisão (sigiloso);;;;;;;caso
2026-02-13;documento;assercao;Pet 15198;7473336;A redistribuição ocorreu em 13/02/2026.;fato_processual;;;177;1;DATA DE REDISTRIBUIÇÃO: 13/02/2026 - 20:25:00;caso
2026-02-13;portal;andamento;Inq 5035;7498168;Distribuído por prevenção — MIN. ANDRÉ MENDONÇA. Prevenção do Relator/Sucessor: MIN. ANDRÉ MENDONÇA. Justificativa legal: RISTF, art. 69, caput. Processo que justifica: Inq 5026;;;;;;;caso
2026-02-13;portal;andamento;Pet 15198;7473336;Redistribuído — MIN. ANDRÉ MENDONÇA. Prevenção do Relator/Sucessor: MIN. ANDRÉ MENDONÇA. Justificativa legal: RISTF, art. 69, caput. Processo que justifica: Inq 5026;;;;;;;caso
2026-02-13;portal;andamento;Pet 15198;7473336;Despacho;;;;;;;caso
2026-02-14;documento;assercao;Inq 5026;7473347;A intimação foi recebida automaticamente pelo sistema em 14/02/2026, nos termos do art. 5º, §3º da Lei 11.419/2006.;fato_processual;;;107;1;"A intimação foi recebida automaticamente pelo
sistema, em 14/02/2026, nos termos do art. 5º, §3
da Lei 11.419/2006.";caso
2026-02-14;documento;assercao;Inq 5026;7473347;A intimação é recebida automaticamente pelo sistema, em 14/02/2026, nos termos do art. 5º, §3, da Lei 11.419/2006.;fato_processual;;;108;1;A intimação foi recebida automaticamente pelo sistema, em 14/02/2026, nos termos do art. 5º, §3 da Lei 11.419/2006.;caso
2026-02-14;documento;assercao;Pet 15198;7473336;A intimação foi recebida automaticamente pelo sistema em 14/02/2026, nos termos do art. 5º, §3º da Lei 11.419/2006.;fato_processual;;;171;1;A intimação foi recebida automaticamente pelo sistema, em 14/02/2026, nos termos do art. 5º, §3 da Lei 11.419/2006.;caso
2026-02-14;documento;assercao;Pet 15198;7473336;A intimação foi recebida automaticamente pelo sistema em 14/02/2026, nos termos do art. 5º, §3º da Lei 11.419/2006.;fato_processual;;;172;1;"A intimação foi recebida automaticamente pelo
sistema, em 14/02/2026, nos termos do art. 5º, §3
da Lei 11.419/2006.";caso
2026-02-14;documento;assercao;Pet 15198;7473336;A intimação é recebida automaticamente pelo sistema, em 14/02/2026, nos termos do art. 5º, §3, da Lei 11.419/2006.;fato_processual;;;173;1;A intimação foi recebida automaticamente pelo sistema, em 14/02/2026, nos termos do art. 5º, §3 da Lei 11.419/2006.;caso
2026-02-14;documento;assercao;Pet 15198;7473336;A intimação foi recebida automaticamente pelo sistema em 14/02/2026, nos termos do art. 5º, §3 da Lei 11.419/2006.;fato_processual;;;174;1;A intimação foi recebida automaticamente pelo sistema, em 14/02/2026, nos termos do art. 5º, §3 da Lei 11.419/2006.;caso
2026-02-14;documento;assercao;Pet 15198;7473336;A intimação foi recebida automaticamente pelo sistema em 14/02/2026, nos termos do art. 5º, §3º da Lei 11.419/2006.;fato_processual;;;175;1;"A intimação foi recebida automaticamente pelo
sistema, em 14/02/2026, nos termos do art. 5º, §3
da Lei 11.419/2006.";caso
2026-02-14;documento;assercao;Pet 15198;7473336;A intimação foi recebida automaticamente pelo sistema em 14/02/2026, nos termos do art. 5º, §3º da Lei 11.419/2006.;fato_processual;;;176;1;A intimação foi recebida automaticamente pelo sistema, em 14/02/2026, nos termos do art. 5º, §3 da Lei 11.419/2006.;caso
2026-02-16;documento;assercao;Inq 5026;7473347;A intimação foi recebida automaticamente pelo sistema em 16/02/2026, nos termos do art. 5º, §3º da Lei 11.419/2006.;fato_processual;;;106;1;A intimação foi recebida automaticamente pelo sistema, em 16/02/2026, nos termos do art. 5º, §3 da Lei 11.419/2006.;caso
2026-02-19;documento;assercao;Inq 5026;7473347;O relator fundamenta a decisão na similitude dos requerimentos formulados pela Comissão de Assuntos Econômicos do Senado Federal nos e-Docs. 310 e 353.;fundamento_decisorio;Ministro André Mendonça (relator);;98;3;Comissão de Assuntos Econômicos do Senado Federal nos e-Docs. 310 e 353, DETERMINO a extensão de todos os efeitos do provimento judicial de 19 de fevereiro de 2026 (e-Doc 323);caso
2026-02-19;documento;assercao;Inq 5026;7473347;A decisão foi proferida em Brasília, em 19 de fevereiro de 2026, pelo Ministro André Mendonça, relator.;fato_processual;;;105;7;Brasília, 19 de fevereiro de 2026. Ministro ANDRÉMENDONÇA Relator;caso
2026-02-19;documento;assercao;Pet 15198;7473336;"É registrado nos autos o andamento ""Vista à PGR para fins de intimação"", datado de 19/02/2026.";fato_processual;;;168;1;Vista à PGR para fins de intimação - 19/02/2026;caso
2026-02-19;documento;assercao;Pet 15198;7473336;O despacho foi proferido em Brasília, em 19 de fevereiro de 2026, e assinado pelo Ministro André Mendonça, relator.;fato_processual;;;170;4;Brasília, 19 de fevereiro de 2026. Ministro ANDRÉMENDONÇA Relator;caso
2026-02-19;documento;decisao;Inq 5026;7473347;autorização para a apresentação do investigado Daniel Bueno Vorcaro a fim de prestar depoimento perante a Comissão de Assuntos Econômicos do Senado Federal no dia 24/02/2026 → autorizou a solicitação nos termos do pedido, condicionando o comparecimento do investigado à prévia manifestação expressa, formal e inequívoca quanto à sua opção por comparecer, consignando que o comparecimento é de caráter estritamente facultativo;;;deferido;105;6;;caso
2026-02-19;documento;decisao;Inq 5026;7473347;consignação de que a custódia do depoente, durante sua permanência nas dependências do Congresso Nacional, ficará sob responsabilidade da Polícia Legislativa do Senado Federal → determinou que a custódia do depoente, dentro das dependências do Congresso Nacional, ficará, conforme requerido, a cargo da Polícia Legislativa do Senado Federal;;;deferido;105;6;;caso
2026-02-19;documento;decisao;Inq 5026;7473347;definição das condições logísticas para o deslocamento até Brasília/DF e retorno ao local de custódia, inclusive quanto ao meio de transporte, admitindo-se que as despesas sejam suportadas pelo próprio convidado → determinou que a Polícia Federal fixe as condições logísticas do transporte e do retorno ao local de custódia, em aeronave da própria instituição ou comercial de carreira, com escolta policial, vedado o deslocamento em aeronave particular;;;outro;105;6;;caso
2026-02-19;documento;decisao;Inq 5026;7473347;comunicação da decisão, com cópia integral, à Presidência da Comissão de Assuntos Econômicos do Senado Federal, às defesas constituídas e à Polícia Federal → determinou a comunicação, com a máxima urgência e remessa de cópia integral da decisão, à Presidência da Comissão de Assuntos Econômicos do Senado Federal, às defesas constituídas e à Polícia Federal;;;determinado_de_oficio;105;6;;caso
2026-02-19;portal;andamento;Inq 5026;7473347;Decisão (sigiloso);;;;;;;caso
2026-02-19;portal;andamento;Pet 15198;7473336;Decisão (sigiloso);;;;;;;caso
2026-02-19;portal;andamento;Pet 15198;7473336;Despacho;;;;;;;caso
2026-02-20;documento;assercao;Inq 5026;7473347;Consta como andamento a vista à PGR para fins de intimação em 20/02/2026.;fato_processual;;;99;1;Vista à PGR para fins de intimação - 20/02/2026;caso
2026-02-20;documento;assercao;Inq 5026;7473347;Consta como andamento a vista à PGR para fins de intimação, em 20/02/2026.;fato_processual;;;100;1;- Vista à PGR para fins de intimação - 20/02/2026;caso
2026-02-20;documento;assercao;Pet 15556;7514886;O relator autorizou, por decisão proferida em 20.2.2026 nos autos do Inq 5.026/DF, a disponibilização à CPMI do INSS dos dados obtidos na quebra de sigilos de investigado.;fato_processual;;;226;9;disponibilização dos dados obtidos na quebra de sigilos de investigado à CPMI do INSS, autorizado por decisão proferida pelo relator em 20.2.2026, nos autos do Inq 5.026/DF.;caso
2026-02-20;portal;andamento;Inq 5026;7473347;Decisão publicada, DJE;;;;;;;caso
2026-02-20;portal;andamento;Inq 5026;7473347;Decisão (sigiloso);;;;;;;caso
2026-02-21;documento;assercao;Pet 15612;7522443;Em 21/02/2026, a Polícia Federal remeteu o Ofício nº 20/2026 - CINQ/CGRC/DICOR/PF, com informações preliminares da diligência de cumprimento da decisão.;fato_processual;;;215;2;no dia 21/02/2026 a Polícia Federal remeteu o Ofício nº 20/2026 - CINQ/CGRC/ DICOR/PF, com informações preliminares da diligência;caso
2026-02-23;documento;assercao;Inq 5026;7473347;A Secretaria Judiciária intimou o Procurador-Geral da República do inteiro teor da decisão monocrática constante dos autos (peça ID: e48d59ea), publicada no DJe de 23/02/2026.;fato_processual;;;99;1;a Secretaria Judiciária do Supremo Tribunal Federal INTIMA a parte abaixo identificada, ou quem as suas vezes fizer, do inteiro teor do(a) despacho/decisão constante dos autos (ID da peça: e48d59ea), publicado no DJe de 23/02/2026;caso
2026-02-23;documento;assercao;Pet 15499;7509111;Os autos da e-Pet 15499, com procedência do Distrito Federal e órgão de origem o Supremo Tribunal Federal, foram autuados em 23/02/2026.;fato_processual;;;200;1;"Procedência: DISTRITO FEDERAL
Órgão de Origem: SUPREMO TRIBUNAL FEDERAL
N° Único ou N° de Origem: 01651382220261000000
Data de autuação: 23/02/2026 às 16:04:27";caso
2026-02-23;documento;assercao;Pet 15499;7509111;A distribuição tem como justificativa o art. 69, caput, do RISTF, e ocorreu em 23/02/2026.;fato_processual;;;200;2;"Justificativa: RISTF, art. 69, caput
DATA DE DISTRIBUIÇÃO: 23/02/2026 - 18:49:00";caso
2026-02-23;documento;assercao;Pet 15504;7509527;Os autos da e-Pet 15504 foram autuados em 23/02/2026, às 18:13:48.;fato_processual;;;213;1;Data de autuação: 23/02/2026 às 18:13:48;caso
2026-02-23;portal;andamento;Pet 15499;7509111;Distribuído por prevenção — MIN. ANDRÉ MENDONÇA. Prevenção do Relator/Sucessor: MIN. ANDRÉ MENDONÇA. Justificativa legal: RISTF, art. 69, caput. Processo que justifica: Inq 5026;;;;;;;caso
2026-02-23;portal;andamento;Pet 15499;7509111;Autuado;;;;;;;caso
2026-02-23;portal;andamento;Pet 15504;7509527;Distribuído por prevenção — MIN. ANDRÉ MENDONÇA. Prevenção do Relator/Sucessor: MIN. ANDRÉ MENDONÇA. Justificativa legal: RISTF, art. 69, caput. Processo que justifica: Inq 5026;;;;;;;caso
2026-02-23;portal;andamento;Pet 15504;7509527;Autuado;;;;;;;caso
2026-02-24;documento;assercao;Inq 5026;7473347;A Comissão de Assuntos Econômicos do Senado Federal requer autorização para a apresentação do investigado DANIEL BUENO VORCARO, a fim de prestar depoimento perante a Comissão no dia 24/02/2026, às 10h00, na sala da CAE, no Senado Federal, em Brasília/DF.;alegacao_parte;Comissão de Assuntos Econômicos do Senado Federal;;105;2;requer autorização para a apresentação do investigado DANIEL BUENO VORCARO, a fim de prestar depoimento perante à Comissão no dia 24/02/2026 às 10h00, na sala da CAE, junto ao Senado Federal, em Brasília/DF.;caso
2026-02-25;documento;assercao;Inq 5026;7473347;A Comissão informa que a convocação decorre da aprovação do Requerimento nº 163/2026, deliberado na 10ª reunião da Comissão, realizada em 25/02/2026.;alegacao_parte;Comissão Parlamentar de Inquérito do Crime Organizado;;94;2;informa-se que a convocação decorre da aprovação do Requerimento nº 163/2026, deliberado na 10ª reunião da Comissão, realizada em 25/02/2026;caso
2026-02-25;documento;assercao;Inq 5026;7473347;O relator passa à análise dos Ofícios 127/2026, nº 128/2026 e nº 129/2026 – CPICRIME, que resultam de requerimentos aprovados durante a 10ª reunião da Comissão, realizada em 25/02/2026, no Senado Federal.;fato_processual;;;94;3;passo à análise dos Ofícios 127/2026, nº 128/2026 e nº 129/2026 – CPICRIME que resultam de requerimentos aprovados durante a 10ª reunião da citada Comissão, realizada em 25/02/2026, no Senado Federal;caso
2026-02-26;documento;assercao;Inq 5026;7473347;O relator determinou a intimação e proferiu o despacho em 26 de fevereiro de 2026.;fato_processual;;;96;2;Intime-se. Brasília, 26 de fevereiro de 2026.;caso
2026-02-26;documento;assercao;Inq 5026;7473347;Paulo Humberto Barbosa requer a extensão dos efeitos da decisão proferida pelo Ministro Relator em 26/02/2026, de modo a afastar a obrigatoriedade de comparecimento, transmudando-a em facultatividade.;alegacao_parte;Paulo Humberto Barbosa;;97;3;a concessão do pedido de extensão dos efeitos da r. decisão proferida por esse e. Ministro Relator, em 26/02/2026, de modo a afastar a obrigatoriedade de comparecimento, transmudando-a em facultatividade, deixando a cargo do PETICIONÁRIO a decisão de comparecer, ou não;caso
2026-02-26;documento;assercao;Inq 5026;7473347;A decisão foi proferida em Brasília, em 26 de fevereiro de 2026, pelo Ministro André Mendonça, relator.;fato_processual;;;97;6;Brasília, 26 de fevereiro de 2026. Ministro ANDRÉMENDONÇA Relator;caso
2026-02-26;documento;assercao;Inq 5026;7473347;A decisão foi proferida em Brasília, em 26 de fevereiro de 2026.;fato_processual;;;98;3;Brasília, 26 de fevereiro de 2026.;caso
2026-02-26;documento;assercao;Inq 5026;7473347;A intimação foi recebida eletronicamente por ERIKA PALMEIRA DE SOUZA BARRETO em 26/02/2026.;fato_processual;;;99;1;A intimação foi recebida eletronicamente por ERIKA PALMEIRA DE SOUZA BARRETO, 00203577108, em 26/02/2026.;caso
2026-02-26;documento;assercao;Inq 5026;7473347;A intimação foi recebida eletronicamente por ERIKA PALMEIRA DE SOUZA BARRETO, em 26/02/2026.;fato_processual;;;100;1;A intimação foi recebida eletronicamente por ERIKA PALMEIRA DE SOUZA BARRETO, 00203577108, em 26/02/2026.;caso
2026-02-26;documento;assercao;Inq 5026;7473347;A intimação foi recebida eletronicamente por Erika Palmeira de Souza Barreto, em 26/02/2026.;fato_processual;;;101;1;"A intimação foi recebida eletronicamente por
ERIKA PALMEIRA DE SOUZA BARRETO,
00203577108, em 26/02/2026.";caso
2026-02-26;documento;assercao;Inq 5026;7473347;Houve vista à PGR para fins de intimação em 26/02/2026.;fato_processual;;;101;1;Vista à PGR para fins de intimação - 26/02/2026;caso
2026-02-26;documento;assercao;Inq 5026;7473347;A intimação foi recebida eletronicamente por Erika Palmeira de Souza Barreto, em 26/02/2026.;fato_processual;;;102;1;"A intimação foi recebida eletronicamente por
ERIKA PALMEIRA DE SOUZA BARRETO,
00203577108, em 26/02/2026.";caso
2026-02-26;documento;assercao;Inq 5026;7473347;Houve vista à PGR para fins de intimação em 26/02/2026.;fato_processual;;;102;1;Vista à PGR para fins de intimação - 26/02/2026;caso
2026-02-26;documento;assercao;Inq 5026;7473347;O despacho foi proferido em Brasília, em 26 de fevereiro de 2026, e assinado pelo Ministro André Mendonça, relator.;fato_processual;;;103;3;Brasília, 26 de fevereiro de 2026. Ministro ANDRÉMENDONÇA Relator;caso
2026-02-26;documento;assercao;Inq 5026;7473347;A decisão foi proferida em Brasília, em 26 de fevereiro de 2026, pelo relator, Ministro André Mendonça.;fato_processual;;;104;6;Brasília, 26 de fevereiro de 2026. Ministro ANDRÉMENDONÇA Relator;caso
2026-02-26;documento;assercao;Rcl 88121;7450195;A redistribuição é registrada em 26/02/2026, às 16h36.;fato_processual;;;217;1;DATA DE REDISTRIBUIÇÃO: 26/02/2026 - 16:36:00;caso
2026-02-26;documento;decisao;Inq 5026;7473347;extensão dos efeitos da decisão de 26/02/2026 para afastar a obrigatoriedade de comparecimento do peticionário à CPI do Crime Organizado, transmudando-a em facultatividade → deferiu o pleito para afastar a obrigatoriedade de comparecimento, transmudando-a em facultatividade, deixando a cargo do peticionário a decisão de comparecer ou não à CPI do Crime Organizado;;;deferido;97;5;;caso
2026-02-26;documento;decisao;Inq 5026;7473347;garantia, caso o peticionário opte por comparecer ao ato, dos direitos ao silêncio, à assistência por advogado, de não ser submetido ao compromisso de dizer a verdade e de não sofrer constrangimentos físicos ou morais → assegurou ao convocado, na hipótese de comparecimento, o direito ao silêncio, à assistência por advogado durante o ato, de não ser submetido ao compromisso de dizer a verdade ou subscrever termos com esse conteúdo e de não sofrer constrangimentos físicos ou morais;;;deferido;97;6;;caso
2026-02-26;documento;decisao;Inq 5026;7473347;comunicação da decisão, com cópia integral, à Presidência da CPI do Crime Organizado e às defesas constituídas → determinou a comunicação, com a máxima urgência e remessa de cópia integral da decisão, à Presidência da CPI do Crime Organizado e às defesas constituídas;;;determinado_de_oficio;97;6;;caso
2026-02-26;documento;decisao;Inq 5026;7473347;ciência à Procuradoria-Geral da República e publicidade da decisão → determinou que, cumpridas as determinações, seja dada ciência à Procuradoria-Geral da República e publicidade à decisão;;;determinado_de_oficio;97;6;;caso
2026-02-26;documento;decisao;Inq 5026;7473347;autorização para apresentação do investigado DANIEL BUENO VORCARO para prestar depoimento perante a Comissão de Assuntos Econômicos do Senado Federal em 10/03/2026, às 11h00 (Petição nº 20235/2026) → determinou a extensão de todos os efeitos do provimento judicial de 19 de fevereiro de 2026 (e-Doc 323) à convocação do investigado para a sessão da CAE de 10/03/2026, ficando qualquer transferência condicionada à prévia manifestação expressa do investigado quanto à opção positiva pelo comparecimento;;;outro;98;3;;caso
2026-02-26;documento;decisao;Inq 5026;7473347;comunicação da decisão à Presidência da CAE do Senado Federal, às defesas constituídas e à Polícia Federal → determinou a comunicação, com urgência e remessa de cópia integral desta decisão e da contida no e-Doc. 323, à Presidência da CAE, às defesas constituídas e à Polícia Federal;;;determinado_de_oficio;98;3;;caso
2026-02-26;documento;decisao;Inq 5026;7473347;fixação pela Polícia Federal das condições logísticas do transporte e do retorno do investigado ao local de custódia → reiterou a determinação para que a Polícia Federal fixe as condições logísticas do transporte e do retorno ao local de custódia, em aeronave da própria instituição ou comercial de carreira, com escolta, vedado o deslocamento em aeronave particular;;;determinado_de_oficio;98;3;;caso
2026-02-26;documento;decisao;Inq 5026;7473347;decisão sobre como proceder com relação ao encaminhamento de Relatórios de Inteligência Financeira (RIFs) produzidos em decorrência dos fatos investigados no caso Banco Master → decidiu que o procedimento para difusão de relatórios de inteligência financeira, requeridos ou produzidos espontaneamente, deve ser o mesmo ordinariamente adotado pela Unidade de Inteligência Financeira para casos semelhantes, tanto para os RIFs já compartilhados quanto para os futuros;;;outro;103;3;;caso
2026-02-26;documento;decisao;Inq 5026;7473347;ciência ao COAF da decisão e publicação → determinou ciência ao COAF da decisão e sua publicação;;;determinado_de_oficio;103;3;;caso
2026-02-26;documento;decisao;Inq 5026;7473347;"recebimento da petição como tutela incidental de urgência ou habeas corpus preventivo, com expedição de salvo-conduto para que os requerentes não sejam obrigados a comparecer à oitiva designada pela CPI do Crime Organizado, sem que o não comparecimento enseje responsabilização ou presunção desfavorável → deferiu o pleito para afastar a obrigatoriedade de comparecimento, transmudando-a em facultatividade, deixando a cargo dos requerentes a decisão de comparecer ou não à CPI do Crime Organizado; a decisão serve como salvo-conduto";;;deferido;104;5;;caso
2026-02-26;documento;decisao;Inq 5026;7473347;garantia, caso os requerentes optem por comparecer ao ato, dos direitos ao silêncio, à assistência por advogado, de não serem submetidos ao compromisso de dizer a verdade e de não sofrerem constrangimentos físicos ou morais → assegurou aos convocados, na hipótese de comparecimento, o direito ao silêncio, à assistência por advogado durante o ato, de não serem submetidos ao compromisso de dizer a verdade ou subscrever termos com esse conteúdo e de não sofrerem constrangimentos físicos ou morais;;;deferido;104;5;;caso
2026-02-26;documento;decisao;Inq 5026;7473347;comunicação da decisão, com cópia integral, à Presidência da CPI do Crime Organizado e às defesas constituídas → determinou a comunicação, com a máxima urgência e remessa de cópia integral da decisão, à Presidência da CPI do Crime Organizado e às defesas constituídas;;;determinado_de_oficio;104;6;;caso
