id;tipo_epistemico;atribuida_a;texto;entidades;documento_id;titulo_documento;incidente;pagina;trecho_fonte;data_andamento;modelo;prompt_version;url_documento
191;fundamento_decisorio;Ministro André Mendonça;O relator cita o precedente Inq 4870 (Rel. Cristiano Zanin, Primeira Turma, julgado em 12/03/2025), em que foi decretada a extinção da punibilidade de investigado em razão da juntada de certidão de óbito aos autos (art. 107, I, do Código Penal).;Ministro André Mendonça | Cristiano Zanin | Primeira Turma;22;Decisão monocrática;7514886;5;Decretada a extinção de punibilidade de Josival Cavalcanti da Silva, dada a juntada da certidão de óbito aos autos (art. 107, I, do Código Penal). (Inq 4870, Rel. Cristiano Zanin, Primeira Turma,j.12/03/2025,p.18/03/2025);2026-06-01;claude-code/claude-opus-5;extracao_v1-30ce0b328385;https://portal.stf.jus.br/processos/downloadPeca.asp?id=15387654935&ext=.pdf
192;fato_processual;;O relator acolheu o parecer da Procuradoria-Geral da República, declarou extinta a punibilidade em relação a PHILLIPI MACHADO DE MORAES MOURÃO, nos termos do art. 107, I, do Código Penal, e determinou o arquivamento parcial das investigações.;Ministro André Mendonça | Procuradoria-Geral da República | PHILLIPI MACHADO DE MORAES MOURÃO;22;Decisão monocrática;7514886;5;acolho o parecer da Procuradoria-Geral da República para declarar extinta a punibilidade em relação PHILLIPI MACHADO DE MORAES MOURÃO, nos termos do art. 107, inciso I, do Código Penal e determinar o arquivamento parcial das investigações.;2026-06-01;claude-code/claude-opus-5;extracao_v1-30ce0b328385;https://portal.stf.jus.br/processos/downloadPeca.asp?id=15387654935&ext=.pdf
193;fundamento_decisorio;Ministro André Mendonça;O relator entende que a obrigação de reparar eventuais danos, por não se tratar de pena, mas de medida de recomposição patrimonial, transmite-se aos herdeiros, razão pela qual as medidas assecuratórias patrimoniais permanecem hígidas.;Ministro André Mendonça;22;Decisão monocrática;7514886;5;a obrigação de reparar eventuais danos, por não se tratar de pena, mas de medida de recomposição patrimonial, transmite-se aos herdeiros, razão pela qual permanecem hígidas as medidas assecuratórias patrimoniais (sequestro de bens e valores);2026-06-01;claude-code/claude-opus-5;extracao_v1-30ce0b328385;https://portal.stf.jus.br/processos/downloadPeca.asp?id=15387654935&ext=.pdf
194;fato_processual;;As medidas assecuratórias patrimoniais (sequestro de bens e valores) em face de PHILLIPI MACHADO DE MORAES MOURÃO permanecem hígidas, notadamente quanto à possível necessidade de reparação de prejuízos.;PHILLIPI MACHADO DE MORAES MOURÃO;22;Decisão monocrática;7514886;5;permanecem hígidas as medidas assecuratórias patrimoniais (sequestro de bens e valores) em face de PHILLIPI MACHADO DE MORAES MOURÃO, notadamente quanto à possível necessidade de reparação de prejuízos.;2026-06-01;claude-code/claude-opus-5;extracao_v1-30ce0b328385;https://portal.stf.jus.br/processos/downloadPeca.asp?id=15387654935&ext=.pdf
195;fato_processual;;Os herdeiros de PHILLIPI MACHADO DE MORAES MOURÃO, diretamente ou por intermédio do inventariante que represente o espólio, ficam instados a ingressar nos autos para acompanhamento das restrições patrimoniais.;PHILLIPI MACHADO DE MORAES MOURÃO;22;Decisão monocrática;7514886;5;ficam os herdeiros, diretamente ou por intermédio do inventariante que represente o espólio, instados a ingressar nos autos para acompanhamento das restrições patrimoniais.;2026-06-01;claude-code/claude-opus-5;extracao_v1-30ce0b328385;https://portal.stf.jus.br/processos/downloadPeca.asp?id=15387654935&ext=.pdf
196;fundamento_decisorio;Ministro André Mendonça;O relator afirma que a extinção da punibilidade reconhecida não é óbice à decretação de eventuais futuras medidas constritivas ou de afastamento de sigilo contra o de cujus.;Ministro André Mendonça;22;Decisão monocrática;7514886;5;a extinção da punibilidade ora reconhecida também não é óbice para que sejam decretadas eventuais futuras medidas constritivas ou mesmo de afastamento de sigilo contra o de cujus;2026-06-01;claude-code/claude-opus-5;extracao_v1-30ce0b328385;https://portal.stf.jus.br/processos/downloadPeca.asp?id=15387654935&ext=.pdf
197;fato_processual;;A decisão determinou a intimação da defesa e a expedição de ofício à autoridade policial, com o inteiro teor da decisão, para as providências cabíveis.;;22;Decisão monocrática;7514886;5;Intime-se a defesa e expeça-se ofício à autoridade policial, com o inteiro teor desta decisão, para as providências cabíveis.;2026-06-01;claude-code/claude-opus-5;extracao_v1-30ce0b328385;https://portal.stf.jus.br/processos/downloadPeca.asp?id=15387654935&ext=.pdf
198;fato_processual;;A decisão foi proferida em Brasília, em 29 de maio de 2026, pelo relator, Ministro André Mendonça.;Ministro André Mendonça;22;Decisão monocrática;7514886;6;Brasília, 29 de maio de 2026. Ministro ANDRÉMENDONÇA Relator;2026-06-01;claude-code/claude-opus-5;extracao_v1-30ce0b328385;https://portal.stf.jus.br/processos/downloadPeca.asp?id=15387654935&ext=.pdf
199;fato_processual;;A Petição 15.556 do Distrito Federal tem como relator o Ministro André Mendonça.;MIN. ANDRÉ MENDONÇA;23;Decisão monocrática;7514886;1;PETIÇÃO 15.556 DISTRITO FEDERAL RELATOR :MIN. ANDRÉ MENDONÇA;2026-06-01;claude-code/claude-opus-5;extracao_v1-30ce0b328385;https://portal.stf.jus.br/processos/downloadPeca.asp?id=15387654913&ext=.pdf
200;fato_processual;;A defesa de HENRIQUE MOURA VORCARO apresentou as Petições nºs 26.667/2026 (e.Doc. 117) e 33.739/2026 (e.Doc. 226).;HENRIQUE MOURA VORCARO;23;Decisão monocrática;7514886;2;Trata-se de Petições nºs 26.667/2026 (e.Doc. 117) e 33.739/2026 (e.Doc. 226), por meio das quais a defesa de HENRIQUE MOURA VORCARO;2026-06-01;claude-code/claude-opus-5;extracao_v1-30ce0b328385;https://portal.stf.jus.br/processos/downloadPeca.asp?id=15387654913&ext=.pdf
201;alegacao_parte;defesa de HENRIQUE MOURA VORCARO;A defesa de HENRIQUE MOURA VORCARO suscita suposta ofensa reputacional decorrente da cobertura midiática da investigação em curso e requer acesso aos autos como interessado.;HENRIQUE MOURA VORCARO;23;Decisão monocrática;7514886;2;a defesa de HENRIQUE MOURA VORCARO suscita suposta ofensa reputacional decorrente da cobertura midiática da investigação em curso, bem como requer acesso aos autos como interessado;2026-06-01;claude-code/claude-opus-5;extracao_v1-30ce0b328385;https://portal.stf.jus.br/processos/downloadPeca.asp?id=15387654913&ext=.pdf
202;alegacao_parte;HENRIQUE MOURA VORCARO (requerente);O requerente apresenta esclarecimentos acerca de sua relação com a empresa REAG, notadamente quanto à titularidade e natureza dos valores vinculados à sua conta na referida instituição.;REAG;23;Decisão monocrática;7514886;2;O requerente esclarece fatos acerca de sua relação com a empresa REAG, notadamente quanto à titularidade e natureza dos valores vinculados à sua conta na referida instituição.;2026-06-01;claude-code/claude-opus-5;extracao_v1-30ce0b328385;https://portal.stf.jus.br/processos/downloadPeca.asp?id=15387654913&ext=.pdf
203;alegacao_parte;HENRIQUE MOURA VORCARO (requerente);O requerente sustenta ausência de liquidez imediata dos montantes constritos, porquanto integralizados em Fundo de Investimento em Participações vinculados a ativos de créditos de carbono pendentes de realização.;;23;Decisão monocrática;7514886;3;Sustenta, em síntese, ausência de liquidez imediata dos montantes constritos, porquanto integralizados em Fundo de Investimento em Participações vinculados a ativos de créditos de carbono pendentes de realização.;2026-06-01;claude-code/claude-opus-5;extracao_v1-30ce0b328385;https://portal.stf.jus.br/processos/downloadPeca.asp?id=15387654913&ext=.pdf
204;alegacao_parte;HENRIQUE MOURA VORCARO (requerente);O requerente rechaça qualquer nexo causal ou financeiro com aportes do Banco Master ou de seus prepostos.;Banco Master;23;Decisão monocrática;7514886;3;rechaça qualquer nexo causal ou financeiro com aportes do Banco Master ou de seus prepostos;2026-06-01;claude-code/claude-opus-5;extracao_v1-30ce0b328385;https://portal.stf.jus.br/processos/downloadPeca.asp?id=15387654913&ext=.pdf
205;alegacao_parte;HENRIQUE MOURA VORCARO (requerente);O requerente pugna pelo reconhecimento dessas circunstâncias e pela revisão das medidas constritivas contra si determinadas, alegando a sua impropriedade.;;23;Decisão monocrática;7514886;3;pugna pelo reconhecimento dessas circunstâncias e pela revisão das medidas constritivas contra si determinadas, alegando a sua impropriedade na espécie;2026-06-01;claude-code/claude-opus-5;extracao_v1-30ce0b328385;https://portal.stf.jus.br/processos/downloadPeca.asp?id=15387654913&ext=.pdf
206;fato_processual;;A Procuradoria-Geral da República, instada a se manifestar, apresentou manifestação (e-Doc. 330).;Procuradoria-Geral da República;23;Decisão monocrática;7514886;3;Instada a se manifestar, a Procuradoria-Geral da República apresentou manifestação (e-Doc. 330);2026-06-01;claude-code/claude-opus-5;extracao_v1-30ce0b328385;https://portal.stf.jus.br/processos/downloadPeca.asp?id=15387654913&ext=.pdf
207;alegacao_parte;Procuradoria-Geral da República;A Procuradoria-Geral da República salientou que o requerente postulou acesso aos autos e esclarecimentos acerca de sua relação com a empresa REAG, sustentando que os valores bloqueados em conta de sua titularidade não possuem liquidez imediata, por corresponderem a potencial econômico ainda não realizado, vinculado a créditos de carbono.;REAG;23;Decisão monocrática;7514886;3;salientando que o requerente postulou acesso aos autos e esclarecimentos acerca de sua relação com a empresa REAG, sustentando, em síntese, que os valores bloqueados em conta de sua titularidade não possuem liquidez imediata, por corresponderem a potencial econômico ainda não realizado;2026-06-01;claude-code/claude-opus-5;extracao_v1-30ce0b328385;https://portal.stf.jus.br/processos/downloadPeca.asp?id=15387654913&ext=.pdf
208;alegacao_parte;Procuradoria-Geral da República;A Procuradoria-Geral da República consignou que tais alegações dizem respeito ao próprio mérito da investigação, ainda em curso, razão pela qual se mostra prematuro o exame definitivo da origem dos valores e de sua eventual vinculação aos fatos apurados.;Procuradoria-Geral da República;23;Decisão monocrática;7514886;3;conforme consignado pela Procuradoria-Geral da República, tais alegações dizem respeito ao próprio mérito da investigação, ainda em curso, razão pela qual se mostra prematuro, neste momento processual, o exame definitivo da origem dos valores e de sua eventual vinculação aos fatos apurados;2026-06-01;claude-code/claude-opus-5;extracao_v1-30ce0b328385;https://portal.stf.jus.br/processos/downloadPeca.asp?id=15387654913&ext=.pdf
209;fundamento_decisorio;Ministro André Mendonça (relator);O relator afirma que as insurgências deduzidas pelo investigado cingem-se à validade e à natureza jurídica dos bens e valores objeto de constrição, questão que se insere no próprio mérito da eventual demanda penal.;;23;Decisão monocrática;7514886;3;As insurgências deduzidas pelo investigado cingem-se, especialmente, à validade e à natureza jurídica dos bens e valores objeto de constrição, quaestio essa que se insere no próprio mérito da eventual demanda penal contra si.;2026-06-01;claude-code/claude-opus-5;extracao_v1-30ce0b328385;https://portal.stf.jus.br/processos/downloadPeca.asp?id=15387654913&ext=.pdf
210;fundamento_decisorio;Ministro André Mendonça (relator);O relator afirma que, neste momento processual investigatório, é inviável a cognição exauriente acerca da licitude e de eventuais liames com práticas suspeitas de ocultação ou dissimulação patrimonial, porquanto não se exige certeza quanto à origem lícita ou ilícita dos valores e bens.;;23;Decisão monocrática;7514886;4;neste momento processual investigatório, é inviável a cognição exauriente acerca da licitude e de eventuais liames com práticas suspeitas de ocultação ou dissimulação patrimonial, porquanto não se exige certeza quanto à origem lícita ou ilícita dos valores e bens;2026-06-01;claude-code/claude-opus-5;extracao_v1-30ce0b328385;https://portal.stf.jus.br/processos/downloadPeca.asp?id=15387654913&ext=.pdf
211;alegacao_parte;Procuradoria-Geral da República;A Procuradoria-Geral da República afirma, na manifestação (e-Doc. 330, fl. 4), que as alegações fazem referência ao mérito da investigação, ainda sob apuração, e que seria prematura qualquer conclusão sobre o tema.;;23;Decisão monocrática;7514886;4;Referidas alegações, porém, fazem referência ao mérito da investigação, ainda sob apuração. Desse modo, seria prematura qualquer conclusão sobre o tema, não sendo o atual estado processual o momento para avaliação definitiva da origem dos valores investidos;2026-06-01;claude-code/claude-opus-5;extracao_v1-30ce0b328385;https://portal.stf.jus.br/processos/downloadPeca.asp?id=15387654913&ext=.pdf
212;fundamento_decisorio;Ministro André Mendonça (relator);O relator afirma que, em sede de procedimento investigatório, vigora o juízo de cognição sumária, próprio das medidas assecuratórias, fundado em indícios suficientes de materialidade e autoria (fumus comissi delicti) e no risco de ineficácia da persecução penal ou da futura reparação do dano (periculum in mora).;;23;Decisão monocrática;7514886;4;em sede de procedimento investigatório vigora o juízo de cognição sumária, próprio das medidas assecuratórias, fundado em indícios suficientes de materialidade e autoria (fumus comissi delicti) e no risco de ineficácia da persecução penal ou da futura reparação do dano (periculum in mora);2026-06-01;claude-code/claude-opus-5;extracao_v1-30ce0b328385;https://portal.stf.jus.br/processos/downloadPeca.asp?id=15387654913&ext=.pdf
213;alegacao_parte;HENRIQUE MOURA VORCARO (requerente);O requerente apontou que não pretende, por ora, “discutir o bloqueio” (fl. 1 do e.Doc. 226).;;23;Decisão monocrática;7514886;4;o requerente ter apontado que não pretende, por ora, “discutir o bloqueio” (fl. 1 do e.Doc. 226);2026-06-01;claude-code/claude-opus-5;extracao_v1-30ce0b328385;https://portal.stf.jus.br/processos/downloadPeca.asp?id=15387654913&ext=.pdf
214;fato_processual;;As medidas de sequestro e bloqueio de bens foram deferidas com fundamento nos arts. 125 e seguintes do Código de Processo Penal e no art. 4º da Lei n. 9.613/1998.;;23;Decisão monocrática;7514886;4;as medidas de sequestro e bloqueio de bens foram deferidas com fundamento nos arts. 125 e seguintes do Código de Processo Penal e no art. 4º da Lei n. 9.613/1998;2026-06-01;claude-code/claude-opus-5;extracao_v1-30ce0b328385;https://portal.stf.jus.br/processos/downloadPeca.asp?id=15387654913&ext=.pdf
215;fundamento_decisorio;Ministro André Mendonça (relator);O relator afirma que as medidas de sequestro e bloqueio foram deferidas com a finalidade específica de assegurar a eficácia da persecução penal, a reparação do dano, o perdimento de produtos e proveitos do crime e a preservação do resultado útil do processo.;;23;Decisão monocrática;7514886;4;com a finalidade específica de assegurar a eficácia da persecução penal, a reparação do dano, o perdimento de produtos e proveitos do crime e a preservação do resultado útil do processo;2026-06-01;claude-code/claude-opus-5;extracao_v1-30ce0b328385;https://portal.stf.jus.br/processos/downloadPeca.asp?id=15387654913&ext=.pdf
216;fundamento_decisorio;Ministro André Mendonça (relator);O relator afirma que a investigação apura a prática de delitos de elevada gravidade e repercussão econômica.;;23;Decisão monocrática;7514886;4;em contexto de investigação que apura a prática de delitos de elevada gravidade e repercussão econômica;2026-06-01;claude-code/claude-opus-5;extracao_v1-30ce0b328385;https://portal.stf.jus.br/processos/downloadPeca.asp?id=15387654913&ext=.pdf
217;fundamento_decisorio;Ministro André Mendonça (relator);O relator afirma que a finalidade primordial das medidas assecuratórias é impedir a dissipação do patrimônio e garantir a efetividade da jurisdição penal.;;23;Decisão monocrática;7514886;5;a finalidade primordial das medidas assecuratórias é impedir a dissipação do patrimônio e garantir a efetividade da jurisdição penal;2026-06-01;claude-code/claude-opus-5;extracao_v1-30ce0b328385;https://portal.stf.jus.br/processos/downloadPeca.asp?id=15387654913&ext=.pdf
218;fato_processual;;O relator acolheu o parecer da Procuradoria-Geral da República e indeferiu o pedido de HENRIQUE MOURA VORCARO, mantendo, por ora, as medidas assecuratórias anteriormente decretadas.;HENRIQUE MOURA VORCARO | Procuradoria-Geral da República;23;Decisão monocrática;7514886;5;acolho o parecer da Procuradoria-Geral da República para INDEFERIR o pedido de HENRIQUE MOURA VORCARO, mantendo-se, por ora, hígidas e integrais as medidas assecuratórias anteriormente decretadas;2026-06-01;claude-code/claude-opus-5;extracao_v1-30ce0b328385;https://portal.stf.jus.br/processos/downloadPeca.asp?id=15387654913&ext=.pdf
219;fato_processual;;A decisão ressalva ulterior análise quanto à tese de licitude e natureza dos créditos do requerente a partir da evolução das investigações.;;23;Decisão monocrática;7514886;5;sem prejuízo de ulterior análise quanto à tese de licitude e natureza dos seus créditos a partir da evolução das investigações;2026-06-01;claude-code/claude-opus-5;extracao_v1-30ce0b328385;https://portal.stf.jus.br/processos/downloadPeca.asp?id=15387654913&ext=.pdf
220;fato_processual;;O relator determinou a intimação da parte e ciência à Procuradoria-Geral da República.;Procuradoria-Geral da República;23;Decisão monocrática;7514886;5;Intime-se a parte. Dê-se ciência à Procuradoria-Geral da República.;2026-06-01;claude-code/claude-opus-5;extracao_v1-30ce0b328385;https://portal.stf.jus.br/processos/downloadPeca.asp?id=15387654913&ext=.pdf
221;fato_processual;;A decisão foi proferida em Brasília, em 29 de maio de 2026, pelo Ministro André Mendonça.;ANDRÉ MENDONÇA;23;Decisão monocrática;7514886;5;Brasília, 29 de maio de 2026. Ministro ANDRÉMENDONÇA Relator;2026-06-01;claude-code/claude-opus-5;extracao_v1-30ce0b328385;https://portal.stf.jus.br/processos/downloadPeca.asp?id=15387654913&ext=.pdf
222;fato_processual;;A Secretaria Judiciária intimou o Procurador-Geral da República do inteiro teor do acórdão constante dos autos (peça ID babcbd95), publicado no DJe de 20/05/2026, em 1º de junho de 2026.;PROCURADOR-GERAL DA REPÚBLICA | Secretaria Judiciária;24;Intimação;7514886;1;De ordem, a Secretaria Judiciária do Supremo Tribunal Federal INTIMA a parte abaixo identificada, ou quem as suas vezes fizer, do inteiro teor do(a) despacho/decisão constante dos autos (ID da peça: babcbd95), publicado no DJe de 20/05/2026;2026-06-01;claude-code/claude-opus-5;extracao_v1-30ce0b328385;https://portal.stf.jus.br/processos/downloadPeca.asp?id=15387628834&ext=.pdf
223;fato_processual;;A intimação foi recebida automaticamente pelo sistema, em 01/06/2026, nos termos do art. 5º, §3 da Lei 11.419/2006.;;24;Intimação;7514886;1;A intimação foi recebida automaticamente pelo sistema, em 01/06/2026, nos termos do art. 5º, §3 da Lei 11.419/2006.;2026-06-01;claude-code/claude-opus-5;extracao_v1-30ce0b328385;https://portal.stf.jus.br/processos/downloadPeca.asp?id=15387628834&ext=.pdf
224;fato_processual;;Consta como andamento a vista à PGR para fins de intimação, em 20/05/2026.;PGR;24;Intimação;7514886;1;- Vista à PGR para fins de intimação - 20/05/2026;2026-06-01;claude-code/claude-opus-5;extracao_v1-30ce0b328385;https://portal.stf.jus.br/processos/downloadPeca.asp?id=15387628834&ext=.pdf
225;fato_processual;;O Referendo na Petição 15.556, do Distrito Federal, foi julgado pela Segunda Turma em 23/03/2026, sob relatoria do Min. André Mendonça.;ANDRÉ MENDONÇA | SEGUNDA TURMA;25;Inteiro teor do acórdão;7514886;1;23/03/2026 SEGUNDA TURMA REFERENDO NA PETIÇÃO 15.556 DISTRITO FEDERAL RELATOR :MIN. ANDRÉ MENDONÇA;2026-05-20;claude-code/claude-opus-5;extracao_v1-30ce0b328385;https://portal.stf.jus.br/processos/downloadPeca.asp?id=15387183313&ext=.pdf
226;fato_processual;;O acórdão referenda decisão que decretou a prisão preventiva e determinou a imposição de medidas cautelares diversas em relação aos investigados, no âmbito da “Operação Compliance Zero”.;;25;Inteiro teor do acórdão;7514886;1;REFERENDO À DECISÃO QUE DECRETOU A PRISÃO PREVENTIVA E DETERMINOU A IMPOSIÇÃO DE MEDIDAS CAUTELARES DIVERSAS EM RELAÇÃO AOS INVESTIGADOS. “OPERAÇÃO COMPLIANCEZERO”. DECISÃOREFERENDADA.;2026-05-20;claude-code/claude-opus-5;extracao_v1-30ce0b328385;https://portal.stf.jus.br/processos/downloadPeca.asp?id=15387183313&ext=.pdf
227;fato_processual;;A decisão cautelar submetida a referendo foi proferida pelo Relator a partir da análise de representação formulada pela Polícia Federal.;Polícia Federal;25;Inteiro teor do acórdão;7514886;1;Trata-se de referendo à decisão cautelar por mim proferida, a partir da análise de representação formulada pela Polícia Federal;2026-05-20;claude-code/claude-opus-5;extracao_v1-30ce0b328385;https://portal.stf.jus.br/processos/downloadPeca.asp?id=15387183313&ext=.pdf
228;alegacao_parte;Polícia Federal;A Polícia Federal, por meio de representação, pugna pela decretação de prisão.;Polícia Federal;25;Inteiro teor do acórdão;7514886;1;por meio da qual a autoridade policial pugna (i) pela decretação de prisão;2026-05-20;claude-code/claude-opus-5;extracao_v1-30ce0b328385;https://portal.stf.jus.br/processos/downloadPeca.asp?id=15387183313&ext=.pdf
229;alegacao_parte;Polícia Federal;A Polícia Federal pugna pela aplicação de medidas cautelares diversas da prisão, pelo afastamento de função pública de investigados e pela suspensão de atividades econômicas de pessoas jurídicas, no âmbito das investigações decorrentes da “Operação Compliance Zero”.;Polícia Federal;25;Inteiro teor do acórdão;7514886;2;(ii) pela aplicação de medidas cautelares diversas da prisão, (iii) pelo afastamento de função pública de investigados e (iv) pela suspensão de atividades econômicas de pessoas jurídicas, no âmbito das investigações decorrentes da denominada “Operação Compliance Zero”;2026-05-20;claude-code/claude-opus-5;extracao_v1-30ce0b328385;https://portal.stf.jus.br/processos/downloadPeca.asp?id=15387183313&ext=.pdf
230;fato_processual;;A questão em discussão consiste em saber se estão presentes os requisitos exigidos pela legislação processual penal para decretação da prisão preventiva dos investigados Daniel Bueno Vorcaro, Fabiano Campos Zettel, Luiz Phillipi Machado de Moraes Mourão e Marilson Roseno da Silva.;Daniel Bueno Vorcaro | Fabiano Campos Zettel | Luiz Phillipi Machado de Moraes Mourão | Marilson Roseno da Silva;25;Inteiro teor do acórdão;7514886;2;"se estão presentes os requisitos exigidos pela legislação processual penal para decretação da prisão preventiva dos investigados (i) Daniel Bueno Vorcaro; (ii) Fabiano Campos Zettel; (iii) Luiz Phillipi Machado de Moraes Mourão; e (iv) Marilson Roseno da Silva";2026-05-20;claude-code/claude-opus-5;extracao_v1-30ce0b328385;https://portal.stf.jus.br/processos/downloadPeca.asp?id=15387183313&ext=.pdf
231;fato_processual;;A questão em discussão inclui saber se estão presentes os requisitos para decretação das medidas cautelares diversas da prisão em relação aos investigados Paulo Sérgio Neves de Souza, Belline Santana, Leonardo Augusto Furtado Palhares e Ana Claudia Queiroz de Paiva.;Paulo Sérgio Neves de Souza | Belline Santana | Ana Claudia Queiroz de Paiva | Leonardo Augusto Furtado Palhares;25;Inteiro teor do acórdão;7514886;2;"bem como para decretação das medidas cautelares diversas da prisão em relação aos investigados (v) Paulo Sérgio Neves de Souza; (vi) Belline Santana; (vii) Leonardo Augusto Furtado Palhares e (viii) Ana Claudia Queiroz de Paiva";2026-05-20;claude-code/claude-opus-5;extracao_v1-30ce0b328385;https://portal.stf.jus.br/processos/downloadPeca.asp?id=15387183313&ext=.pdf
232;fundamento_decisorio;Min. André Mendonça (Relator);O Relator afirma que a prisão preventiva exige a presença do fumus comissi delicti e do periculum libertatis, nos termos dos arts. 282 e 312 do Código de Processo Penal, sendo medida excepcional que se justifica em hipóteses de necessidade concreta para a instrução criminal, a garantia da ordem pública ou a aplicação da lei penal.;;25;Inteiro teor do acórdão;7514886;2;A prisão preventiva exige a presença do fumus comissi delicti e do periculum libertatis, nos termos dos arts. 282 e 312 do Código de Processo Penal, sendo medida excepcional que se justifica em hipóteses de necessidade concreta para a instrução criminal;2026-05-20;claude-code/claude-opus-5;extracao_v1-30ce0b328385;https://portal.stf.jus.br/processos/downloadPeca.asp?id=15387183313&ext=.pdf
233;fundamento_decisorio;Min. André Mendonça (Relator);O Relator afirma que as investigações demonstram indícios robustos de participação de Daniel Bueno Vorcaro, Fabiano Campos Zettel, Luiz Phillipi Machado de Moraes Mourão e Marilson Roseno da Silva em organização criminosa armada.;Daniel Bueno Vorcaro | Fabiano Campos Zettel | Luiz Phillipi Machado de Moraes Mourão | Marilson Roseno da Silva;25;Inteiro teor do acórdão;7514886;2;"As investigações demonstram indícios robustos de participação de (i) Daniel Bueno Vorcaro; (ii) Fabiano Campos Zettel; (iii) Luiz Phillipi Machado de Moraes Mourão; (iv) Marilson Roseno da Silva";2026-05-20;claude-code/claude-opus-5;extracao_v1-30ce0b328385;https://portal.stf.jus.br/processos/downloadPeca.asp?id=15387183313&ext=.pdf
234;fundamento_decisorio;Min. André Mendonça (Relator);O Relator afirma que as investigações demonstram indícios robustos de participação de Paulo Sérgio Neves de Souza, Belline Santana, Leonardo Augusto Furtado Palhares e Ana Claudia Queiroz de Paiva em organização criminosa armada, voltada à prática de diversos ilícitos, com uso de vínculos societários e familiares para ocultação de valores ilícitos.;Paulo Sérgio Neves de Souza | Belline Santana | Ana Claudia Queiroz de Paiva | Leonardo Augusto Furtado Palhares;25;Inteiro teor do acórdão;7514886;2;"(v) Paulo Sérgio Neves de Souza; (vi) Belline Santana; (vii) Leonardo Augusto Furtado Palhares e (viii) Ana Claudia Queiroz de Paiva em organização criminosa armada, voltada à prática de diversos ilícitos, com uso de vínculos societários e familiares para ocultação de valores ilícitos";2026-05-20;claude-code/claude-opus-5;extracao_v1-30ce0b328385;https://portal.stf.jus.br/processos/downloadPeca.asp?id=15387183313&ext=.pdf
235;fundamento_decisorio;Min. André Mendonça (Relator);O Relator afirma que, de acordo com o estágio atual das investigações, o grupo criminoso é composto por quatro núcleos principais de atuação.;;25;Inteiro teor do acórdão;7514886;2;De acordo com o estágio atual das investigações, o grupo criminoso é composto por quatro núcleos principais de atuação;2026-05-20;claude-code/claude-opus-5;extracao_v1-30ce0b328385;https://portal.stf.jus.br/processos/downloadPeca.asp?id=15387183313&ext=.pdf
236;fundamento_decisorio;Min. André Mendonça (Relator);O Relator descreve o núcleo financeiro como responsável pela estruturação das fraudes contra o sistema financeiro e o núcleo de corrupção institucional como voltado à cooptação de servidores públicos do Banco Central.;Banco Central;25;Inteiro teor do acórdão;7514886;2;"(i) Núcleo financeiro, responsável pela estruturação das fraudes contra o sistema financeiro; (ii) Núcleo de corrupção institucional, voltado à cooptação de servidores públicos do Banco Central";2026-05-20;claude-code/claude-opus-5;extracao_v1-30ce0b328385;https://portal.stf.jus.br/processos/downloadPeca.asp?id=15387183313&ext=.pdf
237;fundamento_decisorio;Min. André Mendonça (Relator);O Relator descreve o núcleo de ocultação patrimonial e lavagem de dinheiro como atuante com utilização de empresas interpostas.;;25;Inteiro teor do acórdão;7514886;2;(iii) Núcleo de ocultação patrimonial e lavagem de dinheiro, com utilização de empresas interpostas;2026-05-20;claude-code/claude-opus-5;extracao_v1-30ce0b328385;https://portal.stf.jus.br/processos/downloadPeca.asp?id=15387183313&ext=.pdf
238;fundamento_decisorio;Min. André Mendonça (Relator);O Relator descreve o núcleo de intimidação e obstrução de justiça como responsável pelo monitoramento ilegal de adversários, jornalistas e autoridades.;;25;Inteiro teor do acórdão;7514886;3;de intimidação e obstrução de justiça, responsável pelo monitoramento ilegal de adversários, jornalistas e autoridades;2026-05-20;claude-code/claude-opus-5;extracao_v1-30ce0b328385;https://portal.stf.jus.br/processos/downloadPeca.asp?id=15387183313&ext=.pdf
239;fundamento_decisorio;Min. André Mendonça (Relator);O Relator afirma que está configurado o periculum libertatis pela gravidade concreta das condutas, indícios de continuidade delitiva, ameaça a testemunhas, dilapidação patrimonial, ocultação de bens e movimentações financeiras.;;25;Inteiro teor do acórdão;7514886;3;Está configurado o periculum libertatis pela gravidade concreta das condutas, indícios de continuidade delitiva, ameaça a testemunhas, dilapidação patrimonial, ocultação de bens e movimentações financeiras;2026-05-20;claude-code/claude-opus-5;extracao_v1-30ce0b328385;https://portal.stf.jus.br/processos/downloadPeca.asp?id=15387183313&ext=.pdf
240;fundamento_decisorio;Min. André Mendonça (Relator);O Relator afirma que as medidas cautelares alternativas à prisão, previstas no art. 319 do CPP, revelam-se, no momento, insuficientes para neutralizar os riscos, ante a capacidade de influência, intimidação e articulação dos investigados.;;25;Inteiro teor do acórdão;7514886;3;Medidas cautelares alternativas à prisão, previstas no art. 319 do CPP, revelam-se, no momento, insuficientes para neutralizar os riscos, ante a capacidade de influência, intimidação e articulação dos investigados;2026-05-20;claude-code/claude-opus-5;extracao_v1-30ce0b328385;https://portal.stf.jus.br/processos/downloadPeca.asp?id=15387183313&ext=.pdf
